,west,east,south,north,central,national
4137,[72.904296875],[72.9107894897461],[74.62815856933594],[72.46269226074219],[74.81842041015625],[74.55101013183594]
4138,[72.8963623046875],[72.80409240722656],[75.82829284667969],[72.46269226074219],[74.81842041015625],[75.7363510131836]
4139,[73.96269226074219],[72.80409240722656],[75.79142761230469],[71.23905944824219],[74.81842041015625],[75.62415313720703]
4140,[73.96577453613281],[72.80409240722656],[75.75965881347656],[72.49603271484375],[74.81842041015625],[75.52464294433594]
4141,[73.95256042480469],[72.80409240722656],[75.60904693603516],[71.33879089355469],[73.63595581054688],[75.39708709716797]
4142,[73.94287109375],[72.80409240722656],[75.60904693603516],[71.37821960449219],[73.68700408935547],[75.39708709716797]
4143,[74.98036193847656],[72.80409240722656],[76.81300354003906],[71.3684310913086],[73.75164794921875],[76.71177673339844]
4144,[74.98558044433594],[74.02239990234375],[76.77520751953125],[71.48089599609375],[72.64718627929688],[76.59857177734375]
4145,[74.97439575195312],[74.01293182373047],[77.9518814086914],[70.26134490966797],[72.69735717773438],[77.81712341308594]
4146,[74.9664535522461],[73.90424346923828],[77.7591552734375],[70.29216766357422],[72.76141357421875],[77.57268524169922]
4147,[74.9664535522461],[73.79447937011719],[77.72650909423828],[69.18304443359375],[72.83683013916016],[77.47102355957031]
4148,[74.9664535522461],[73.79447937011719],[77.57115173339844],[69.31485748291016],[72.83683013916016],[77.34197235107422]
4149,[73.87460327148438],[72.5574722290039],[76.37731170654297],[68.20735168457031],[71.6587905883789],[76.0340576171875]
4150,[72.7720947265625],[71.35552978515625],[75.2314682006836],[68.33776092529297],[70.50386047363281],[74.84113311767578]
4151,[70.498291015625],[70.2708969116211],[72.98799133300781],[67.2318344116211],[68.17076873779297],[72.47137451171875]
4152,[69.54818725585938],[68.09441375732422],[72.02837371826172],[66.17328643798828],[67.26614379882812],[71.60075378417969]
4153,[68.58999633789062],[65.98772430419922],[71.06898498535156],[65.1145248413086],[66.36711120605469],[70.72684478759766]
4154,[66.40413665771484],[65.13752746582031],[70.22449493408203],[64.14271545410156],[65.48002624511719],[69.87283325195312]
4155,[66.650634765625],[64.33368682861328],[68.13152313232422],[63.171180725097656],[64.49561309814453],[67.62431335449219]
4156,[65.62931060791016],[63.44685363769531],[67.16815185546875],[62.19997787475586],[63.5114631652832],[66.75381469726562]
4157,[64.59891510009766],[62.47227096557617],[65.10786437988281],[62.39417266845703],[61.29462814331055],[64.6026611328125]
4158,[63.5416374206543],[61.49772262573242],[63.158546447753906],[61.38611602783203],[61.603431701660156],[61.305484771728516]
4159,[62.527835845947266],[61.693233489990234],[62.19566345214844],[61.509971618652344],[61.82371520996094],[60.62321090698242]
4160,[61.515499114990234],[61.85792541503906],[61.340999603271484],[60.413673400878906],[61.9774284362793],[59.93610763549805]
4161,[61.668453216552734],[61.93703079223633],[61.611454010009766],[60.53715515136719],[61.9774284362793],[59.183189392089844]
4162,[60.60243606567383],[60.76927947998047],[61.75859069824219],[60.61703872680664],[61.9774284362793],[58.20964431762695]
4163,[59.53773880004883],[60.79227828979492],[61.88371658325195],[60.71142578125],[61.9774284362793],[58.50941467285156]
4164,[58.486961364746094],[59.70814895629883],[61.88371658325195],[60.71142578125],[61.9774284362793],[57.433990478515625]
4165,[57.48021697998047],[59.81173324584961],[61.88371658325195],[59.527984619140625],[61.9774284362793],[56.37221145629883]
4166,[55.265296936035156],[59.892520904541016],[60.73455047607422],[58.39657974243164],[60.81320571899414],[55.2873649597168]
4167,[54.359100341796875],[58.807533264160156],[60.75619888305664],[57.35042190551758],[60.856788635253906],[53.040130615234375]
4168,[54.6108283996582],[56.517616271972656],[59.63748550415039],[56.381954193115234],[59.74271011352539],[52.1710319519043]
4169,[53.569087982177734],[56.66679000854492],[58.63996887207031],[56.57200622558594],[58.686641693115234],[51.28120040893555]
4170,[52.50870895385742],[56.87785720825195],[58.680152893066406],[56.728843688964844],[58.808719635009766],[50.41253662109375]
4171,[51.4614372253418],[55.866397857666016],[57.68223571777344],[55.641761779785156],[57.777408599853516],[44.330204010009766]
4172,[51.65109634399414],[55.893489837646484],[56.683876037597656],[56.864253997802734],[56.72187423706055],[41.27543640136719]
4173,[51.73978805541992],[55.96675109863281],[55.596229553222656],[55.71723937988281],[55.64883041381836],[44.722145080566406]
4174,[51.77730941772461],[56.03289031982422],[55.746742248535156],[55.77046203613281],[55.863040924072266],[48.72322082519531]
4175,[52.90144729614258],[58.26958465576172],[58.19031524658203],[56.94013214111328],[58.238338470458984],[51.01582336425781]
4176,[53.95364761352539],[58.28688049316406],[58.249427795410156],[56.989952087402344],[58.28987503051758],[51.82821273803711]
4177,[53.88383865356445],[59.2468147277832],[59.33831787109375],[58.10090637207031],[59.29278564453125],[52.58113479614258]
4178,[54.9107551574707],[59.13270950317383],[59.088836669921875],[57.964935302734375],[59.15504455566406],[52.25044250488281]
4179,[54.842681884765625],[60.18360137939453],[60.21337890625],[57.88219451904297],[59.10336685180664],[53.30884552001953]
4180,[54.80265426635742],[60.120967864990234],[60.070735931396484],[57.78953170776367],[60.150943756103516],[53.127445220947266]
4181,[55.87602615356445],[60.038780212402344],[60.04286193847656],[58.97990417480469],[60.1358642578125],[54.291446685791016]
4182,[55.83879470825195],[59.96696090698242],[59.923343658447266],[58.941043853759766],[60.08476638793945],[54.1077995300293]
4183,[56.89375686645508],[58.807533264160156],[59.923343658447266],[60.0536003112793],[58.847049713134766],[55.2741584777832]
4184,[56.83481216430664],[59.983253479003906],[59.923343658447266],[59.918190002441406],[60.037837982177734],[55.08816146850586]
4185,[56.79619216918945],[61.1898307800293],[61.079437255859375],[61.031768798828125],[60.06560134887695],[55.01075744628906]
4186,[57.8636474609375],[61.179080963134766],[62.209228515625],[62.101722717285156],[61.19222640991211],[53.64122772216797]
4187,[57.8320198059082],[62.16557693481445],[62.15480422973633],[61.978660583496094],[61.11751937866211],[53.7378044128418]
4188,[58.880916595458984],[62.0992546081543],[64.32200622558594],[64.20360565185547],[62.173336029052734],[55.0701904296875]
4189,[59.900489807128906],[62.013607025146484],[65.30916595458984],[65.25861358642578],[62.099998474121094],[56.3268928527832]
4190,[60.91144943237305],[61.93703079223633],[66.38026428222656],[66.2545394897461],[62.04983139038086],[56.17560958862305]
4191,[60.85696029663086],[63.090980529785156],[67.25492858886719],[67.13446807861328],[61.97743225097656],[55.990203857421875]
4192,[61.871402740478516],[61.925357818603516],[65.90806579589844],[65.67501068115234],[61.9774284362793],[57.13557052612305]
4193,[61.833194732666016],[61.8521842956543],[64.62315368652344],[64.31507110595703],[60.81320571899414],[58.294715881347656]
4194,[61.8015022277832],[60.68684768676758],[64.54143524169922],[64.34034729003906],[59.669578552246094],[58.1380615234375]
4195,[61.773189544677734],[61.952327728271484],[64.69379425048828],[64.5179672241211],[60.95072555541992],[57.9487190246582]
4196,[61.773189544677734],[60.85768508911133],[63.6690559387207],[63.42435073852539],[59.89641571044922],[57.838138580322266]
4197,[61.773189544677734],[60.86880111694336],[63.69135284423828],[63.458045959472656],[59.95275115966797],[56.57024383544922]
4198,[60.64225769042969],[59.70814895629883],[62.568180084228516],[62.359039306640625],[59.93502426147461],[56.66801071166992]
4199,[59.53773880004883],[59.81173324584961],[62.71305465698242],[62.483680725097656],[60.01119613647461],[56.75065231323242]
4200,[59.65475082397461],[59.892520904541016],[62.7370491027832],[62.565948486328125],[61.132171630859375],[58.117008209228516]
4201,[59.73407745361328],[61.11201095581055],[62.863834381103516],[62.6635856628418],[62.20991897583008],[58.02880859375]
4202,[59.76487731933594],[61.10983657836914],[62.863834381103516],[62.6635856628418],[62.16557693481445],[57.9487190246582]
4203,[59.76487731933594],[61.02592086791992],[61.71289825439453],[61.475074768066406],[62.04982376098633],[57.838138580322266]
4204,[60.85451889038086],[60.95175552368164],[60.594627380371094],[60.337791442871094],[60.81320571899414],[59.098331451416016]
4205,[60.83098602294922],[60.95175552368164],[60.6345329284668],[59.2888298034668],[60.856788635253906],[59.00875473022461]
4206,[60.7978515625],[60.95175552368164],[60.78004455566406],[58.319374084472656],[60.91819763183594],[60.18752670288086]
4207,[59.6346549987793],[60.95175552368164],[60.90355682373047],[58.509521484375],[60.99396896362305],[59.988521575927734]
4208,[59.688472747802734],[59.78831481933594],[59.75598907470703],[57.49971008300781],[59.829891204833984],[59.90646743774414]
4209,[59.73407745361328],[59.81173324584961],[59.77759552001953],[56.45758056640625],[58.686641693115234],[59.79386520385742]
4210,[59.76487731933594],[59.892520904541016],[60.95686721801758],[56.57200622558594],[58.808719635009766],[61.06045150756836]
4211,[59.76487731933594],[59.96696090698242],[61.05260467529297],[56.728843688964844],[57.777408599853516],[60.96804428100586]
4212,[58.62838363647461],[59.96696090698242],[61.02464294433594],[55.641761779785156],[56.72187423706055],[60.88499069213867]
4213,[58.68449783325195],[59.96696090698242],[60.90355682373047],[54.520755767822266],[56.84439468383789],[60.7713737487793]
4214,[59.83611297607422],[59.96696090698242],[62.061607360839844],[54.6374397277832],[58.125308990478516],[62.04117965698242]
4215,[59.83007049560547],[61.11201095581055],[62.034481048583984],[55.96971893310547],[58.17506408691406],[61.94733428955078]
4216,[59.795528411865234],[61.10983657836914],[62.00640106201172],[56.0161018371582],[58.12273025512695],[61.86324691772461]
4217,[60.85451889038086],[61.02592086791992],[63.043888092041016],[57.12648010253906],[60.24616241455078],[63.02164077758789]
4218,[60.83098602294922],[60.95175552368164],[63.01639175415039],[58.184226989746094],[60.24692153930664],[62.92635726928711]
4219,[61.871402740478516],[60.95175552368164],[62.98817443847656],[58.06214904785156],[60.15562057495117],[62.84120178222656]
4220,[61.833194732666016],[60.95175552368164],[62.863834381103516],[57.88219451904297],[60.01119613647461],[62.725547790527344]
4221,[60.6833610534668],[59.78831481933594],[64.02630615234375],[57.78953170776367],[58.847049713134766],[64.00181579589844]
4222,[60.693851470947266],[60.967464447021484],[62.84009552001953],[57.78953552246094],[57.70407485961914],[62.62753677368164]
4223,[60.73847579956055],[61.036643981933594],[62.83716583251953],[57.78953552246094],[56.63056564331055],[62.63810348510742]
4224,[60.76834487915039],[59.867774963378906],[62.7370491027832],[57.78953170776367],[56.84439468383789],[62.61056137084961]
4225,[60.76834487915039],[60.967464447021484],[62.863834381103516],[57.78953170776367],[56.98934555053711],[62.725547790527344]
4226,[60.76834487915039],[59.874881744384766],[62.863834381103516],[58.97990417480469],[57.06711196899414],[62.725547790527344]
4227,[59.6346549987793],[59.885887145996094],[61.71289825439453],[60.14046096801758],[57.06711196899414],[61.4470329284668]
4228,[59.688472747802734],[61.045501708984375],[61.73467254638672],[62.426788330078125],[57.06711196899414],[61.54746627807617]
4229,[59.73407745361328],[59.954830169677734],[62.91782760620117],[63.38751983642578],[57.06711196899414],[61.63455581665039]
4230,[58.62838363647461],[59.885887145996094],[63.01639175415039],[63.065765380859375],[57.06711196899414],[60.47224044799805]
4231,[59.80180740356445],[59.892520904541016],[64.1491928100586],[63.97277069091797],[57.06711196899414],[60.57209396362305]
4232,[58.67812728881836],[59.96696090698242],[63.99835205078125],[63.83631134033203],[57.06711196899414],[60.65827178955078]
4233,[58.7190055847168],[59.96696090698242],[63.96998977661133],[63.74281692504883],[57.06711196899414],[59.49715042114258]
4234,[58.7310791015625],[58.807533264160156],[62.691062927246094],[62.449466705322266],[58.19136047363281],[59.59644317626953]
4235,[58.76274490356445],[58.83156204223633],[63.87171936035156],[63.67716979980469],[58.17506408691406],[59.68172836303711]
4236,[58.76274490356445],[58.910423278808594],[63.87030792236328],[63.73127365112305],[58.12273025512695],[59.79386520385742]
4237,[57.62337875366211],[58.982662200927734],[65.13359069824219],[64.95501708984375],[56.88279342651367],[59.79386520385742]
4238,[57.6818962097168],[58.982662200927734],[63.819786071777344],[63.610713958740234],[55.74003982543945],[59.79386520385742]
4239,[57.72940444946289],[57.82695388793945],[63.81712341308594],[63.55238342285156],[55.863040924072266],[58.52177810668945]
4240,[57.76191329956055],[57.8517951965332],[63.71543884277344],[63.541412353515625],[54.8326416015625],[58.620540618896484]
4241,[56.6196174621582],[57.92874526977539],[62.691062927246094],[62.449466705322266],[53.7774772644043],[58.70491409301758]
4242,[56.68064498901367],[59.136173248291016],[62.71305465698242],[62.483680725097656],[53.9019660949707],[58.81611251831055]
4243,[56.729061126708984],[59.13270950317383],[62.7370491027832],[62.565948486328125],[54.049583435058594],[58.81611251831055]
4244,[56.762359619140625],[57.90188980102539],[62.863834381103516],[62.6635856628418],[54.12937545776367],[58.81611251831055]
4245,[57.8636474609375],[57.8517951965332],[62.863834381103516],[62.6635856628418],[52.95991134643555],[58.81611251831055]
4246,[57.8320198059082],[57.92874526977539],[62.863834381103516],[62.6635856628418],[53.00617599487305],[58.81611251831055]
4247,[57.794734954833984],[56.84658432006836],[61.71289825439453],[61.475074768066406],[53.070945739746094],[58.81611251831055]
4248,[57.76191329956055],[56.8724365234375],[62.89128494262695],[62.700504302978516],[53.1515007019043],[58.81611251831055]
4249,[57.76191329956055],[58.0893669128418],[61.7361946105957],[61.55839538574219],[53.1515007019043],[58.81611251831055]
4250,[57.76191329956055],[57.00121307373047],[60.71113586425781],[60.421539306640625],[51.980289459228516],[60.07949447631836]
4251,[57.76191329956055],[56.93999099731445],[59.50367736816406],[59.2888298034668],[52.0274772644043],[59.988521575927734]
4252,[56.6196174621582],[56.94752883911133],[59.65743637084961],[57.17688751220703],[50.91197967529297],[59.90646743774414]
4253,[56.68064498901367],[55.866397857666016],[60.95686721801758],[56.24482345581055],[51.04933547973633],[61.06045150756836]
4254,[56.729061126708984],[54.74367904663086],[61.0526008605957],[55.342689514160156],[47.483341217041016],[60.96805191040039]
